"Copyright: copyright 3dfx interactive, inc. 1999, all rights reserved License: NoLicenseConcluded Comment: scanners found: Classpath-exception-2.0 AND GPL-2.0+ AND LGPL-2.1+",0
copyright/agent_tests/testdata/testdata138 License: NoLicenseConcluded Comment: scanners found: BSD AND Freeware AND GPL-2.0+ AND Rdisc,1
copyright/agent_tests/testdata/testdata138_raw,1
copyright/agent_tests/testdata/testdata74 License: NoLicenseConcluded Comment: scanners found: curl,1
copyright/agent_tests/testdata/testdata35_raw License: NoLicenseConcluded Comment: scanners found: Apache-1.1-style AND Apache-2.0 AND Beerware AND Bellcore AND CMU AND Entessa AND GPL AND LGPL AND MIT AND NTP AND RSA-MD AND Spencer-86 AND Spencer-94,1
copyright/agent_tests/testdata/testdata74_raw fossology-master.zip/fossology-master/src/pkgagent/agent_tests/testdata/fossology-1.2.0-1.el5.i386.rpm/usr/share/fossology/agents/licenses/MiscOSS/Copy clause fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfil,1
copyright/agent_tests/testdata/testdata85_raw License: NoLicenseConcluded Comment: scanners found: Artistic-2.0 AND Dual-license AND GPL-3.0+ AND Public-domain,1
copyright/agent_tests/testdata/testdata75_raw License: NoLicenseConcluded Comment: scanners found: BSD AND GPL-2.0+,1
Copyright/Free with copyright clause variant 8 License: NoLicenseConcluded Comment: scanners found: HPND AND NTP,1
copyright/agent_tests/testdata/testdata119_raw,1
copyright/agent_tests/testdata/testdata114 License: NoLicenseConcluded Comment: scanners found: BSD-4-Clause AND GPL-2.0+,1
copyright/agent_tests/testdata/testdata72,1
copyright/agent_tests/testdata/testdata115,1
copyright/agent_tests/testdata/testdata115_raw,1
copyright/agent_tests/testdata/testdata72_raw,1
copyright/agent_tests/testdata/testdata114_raw,1
copyright/agent_tests/testdata/testdata126 License: NoLicenseConcluded Comment: scanners found: BSD AND GFDL-1.1 AND GPL-2.0+ AND HPND AND MIT,1
copyright/agent_tests/testdata/testdata126_raw,1
copyright/agent_tests/testdata/testdata17 License: NoLicenseConcluded Comment: scanners found: FSF AND FSFULLR AND X11,1
copyright/agent_tests/testdata/testdata17_raw,1
copyright/agent_tests/testdata/testdata16_raw License: NoLicenseConcluded Comment: scanners found: MIT-CMU-style AND X11,1
copyright/agent_tests/testdata/testdata16,1
copyright/agent_tests/testdata/testdata100_raw License: NoLicenseConcluded,1
copyright/agent_tests/testdata/testdata100,1
copyright/agent_tests/testdata/testdata76_raw License: NoLicenseConcluded Comment: scanners found: Oracle-Berkeley-DB AND Sleepycat,1
copyright/agent_tests/testdata/testdata76,1
Copyright/Free with copyright clause variant 10 License: NoLicenseConcluded Comment: scanners found: NotreDame-style,1
Copyright/Free with copyright clause variant 9,1
copyright/agent_tests/testdata/testdata83_raw License: NoLicenseConcluded Comment: scanners found: GPL-1.0 AND Public-domain,1
copyright/agent_tests/testdata/testdata83,1
CopyrightPolicyTheWhiteHouse.html fossology-master.zip/fossology-master/src/monk/agent_tests/testlicenses/expectedFull/CC-BY-3.0 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/package_defs/CC-BY-3.0.pom fossology-master.zip/fossology-master/s,1
copyright/agent_tests/testdata/testdata90_raw License: NoLicenseConcluded Comment: scanners found: GPL-2.0+ AND LGPL-2.1 AND MPL-1.1,1
copyright/agent_tests/testdata/testdata128_raw,1
copyright/agent_tests/testdata/testdata118_raw,1
copyright/agent_tests/testdata/testdata119,1
copyright/agent_tests/testdata/testdata128,1
copyright/agent_tests/testdata/testdata19 License: NoLicenseConcluded Comment: scanners found: GFDL AND GPL,1
copyright/agent_tests/testdata/testdata19_raw,1
COPYRIGHT-BSD-lite License: NoLicenseConcluded Comment: scanners found: Freeware AND TU-Berlin-1.0,1
copyright/agent_tests/testdata/testdata102 License: NoLicenseConcluded Comment: scanners found: BSD-2-Clause AND BSD-2-Clause-Views AND BSD-4-Clause,1
copyright/agent_tests/testdata/testdata102_raw,1
COPYRIGHT fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/package_defs/NTP.pom fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/NTP/NTP.txt License: NoLicenseConcluded Comment: scanners found: NTP,1
copyright/agent_tests/testdata/testdata56 License: NoLicenseConcluded Comment: scanners found: bzip2 AND bzip2-1.0.6 AND GPL,1
copyright/agent_tests/testdata/testdata56_raw,1
copyright/agent_tests/testdata/testdata10 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/SPDX/MS-PL License: NoLicenseConcluded Comment: scanners found: MS-PL,1
copyright/agent_tests/testdata/testdata10_raw fossology-master.zip/fossology-master/src/testing/dataFiles/TestData/archives/eddyData.tar.bz2/eddyData.tar/Ms/Ms-PL/Ms-PL_b.txt fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/package_defs/MS-PL.pom,1
copyright License: NoLicenseConcluded Comment: scanners found: Apache-2.0 AND MIT-style,1
copyright/agent_tests/testdata/testdata75,1
Copyright variant 1 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/BSD/BSD-3-Clause_5.txt fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/BSD/BSD-3-Clause_4.txt fossology-master.zip/fossology-master/src/nom,1
copyright/agent_tests/testdata/testdata77_raw,1
Copyright/Free with copyright clause variant 5 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/BSD/HP-DEC-style.txt License: NoLicenseConcluded Comment: scanners found: HP-DEC-style,1
copyright/agent_tests/testdata/testdata95 License: NoLicenseConcluded,1
copyright/agent_tests/testdata/testdata96,1
copyright/agent_tests/testdata/testdata96_raw,1
copyright/agent_tests/testdata/testdata95_raw,1
copyright/agent_tests/testdata/testdata94_raw,1
copyright/agent_tests/testdata/testdata94,1
copyright/agent_tests/testdata/testdata133_raw License: NoLicenseConcluded Comment: scanners found: Apache-2.0 AND BSD-2-Clause AND BSD-2-Clause-FreeBSD AND ImageMagick AND MIT AND X11 AND X11-style,1
copyright/agent_tests/testdata/testdata133,1
copyright/agent_tests/testdata/testdata118 License: NoLicenseConcluded Comment: scanners found: GPL-2.0 AND IJG AND JasPer-2.0 AND Libpng,1
copyright/agent_tests/testdata/testdata77 License: NoLicenseConcluded Comment: scanners found: AFL-2.1 AND GPL,1
copyright/agent_tests/testdata/testdata105_raw License: NoLicenseConcluded Comment: scanners found: HPND AND HPND-sell-variant,1
copyright/agent_tests/testdata/testdata2_raw fossology-master.zip/fossology-master/src/testing/dataFiles/TestData/archives/eddyData.tar.bz2/eddyData.tar/GPL/GPL_vNone/GPL_vNone_h.txt fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/GPL/grecord.cpp,1
copyright/agent_tests/testdata/testdata105 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/HPND/HPND-sell-variant_b.txt,1
copyright/agent_tests/testdata/testdata104,1
copyright clause.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228,1
copyright/agent_tests/testdata/testdata142 fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/80/f3/b3/80f3b3ae94780cbb94a172f1706a823ae21ac3e2.30df35882f3b6e20007e2e9aef07554b.5800448/CPP/7zip/Guid.txt fossology-maste,1
Copyright/Copyright_e.txt fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/80/f3/b3/80f3b3ae94780cbb94a172f1706a823ae21ac3e2.30df35882f3b6e20007e2e9aef07554b.5800448/CPP/7zip/Compress/BZip2Encoder.cpp fossology-maste,1
Copyright/Free with copyright clause variant 3.meta fossology-master.zip/fossology-master/src/pkgagent/agent_tests/testdata/fossology-1.2.0-1.el5.i386.rpm/usr/share/fossology/agents/licenses/APSL/Apple Public Source License v1.0.meta fossology-master.zip/fossology-master/src/delagent/a,1
copyright clause fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/be/6e/77/be6e7773ff75edf2607855066e6b057e2d1eabcd.43ee87f0d8fc1a66c03d5015f7e2651b.323 fossology-master.zip/fossology-master/src/delagent/agent_tests/,1
copyright clause.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/43/5c/90/435c9062be599d22630c19a4e174a7e003078a05.c116fec428e015eeb149a0d92d7d4c68.262 fossology-master.zip/fossology-master/src/delagent/agent_t,1
Copyright/UC Regents free with copyright clause.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/80/f3/b3/80f3b3ae94780cbb94a172f1706a823ae21ac3e2.30df35882f3b6e20007e2e9aef07554b.5800448/CPP/7zip/UI/Agent/AgentProxy.h,1
copyright/agent_tests/testdata/testdata3_raw fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc09,1
Copyright/Copyright_a.txt fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_gold.tar.gz/testrepo_gold.tar/gold/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb431522,1
copyright/agent_tests/testdata/testdata13_raw fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/80/f3/b3/80f3b3ae94780cbb94a172f1706a823ae21ac3e2.30df35882f3b6e20007e2e9aef07554b.5800448/CPP/7zip/UI/FileManager/AboutDialog.h,1
Copyright/Free with copyright clause variant 10.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_gold.tar.gz/testrepo_gold.tar/gold/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91,1
copyright/agent_tests/testdata/testdata21 fossology-master.zip/fossology-master/src/testing/dataFiles/TestData/archives/fossI16L335U29.tar.bz2/fossI16L335U29.tar/fossology/Makefile.conf fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testre,1
copyright/vars.py fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b4/b2/bc/b4b2bc9af4f21808ef14ee6bf529f55901e62125.018664a7ff77c9c571d15794c95bb0d7.3080 fossology-master.zip/fossology-master/src/delagent/agent_test,1
copyright/agent_tests/testdata/testdata38 fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/f4/78/a3/f478a3ad13ced0a617063c2c2d4259324db6d865.bd0e4cecb67520c221d47e6cb70a6908.833 fossology-master.zip/fossology-master/,1
Copyright/Free with copyright clause variant 1.meta fossology-master.zip/fossology-master/src/pkgagent/agent_tests/testdata/fossology-1.2.0-1.el5.i386.rpm/usr/share/fossology/agents/licenses/Aptana/Aptana Public License v1.0.meta fossology-master.zip/fossology-master/src/pkgagent/agent,1
copyright/agent_tests/testdata/testdata13 fossology-master.zip/fossology-master/src/pkgagent/agent_tests/testdata/fossology-1.2.0-1.el5.i386.rpm/usr/lib/fossology/agents/sqlagent fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_file,1
Copyright/Free with copyright clause variant 5.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_gold.tar.gz/testrepo_gold.tar/gold/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91e,1
Copyright variant 1.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315,1
copyright/ui/template/copyrighthist_scripts.html.twig fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112d,1
copyright/agent_tests/testdata/testdata14_raw License: NoLicenseConcluded Comment: scanners found: GPL AND QPL-1.0,1
copyright/agent_tests/testdata/testdata14,1
copyright/agent_tests/testdata/testdata4 fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/info-zip/unzip.c fossology-master.zip/fossology-master/src/nomos/agent_tests/testdata/NomosTestfiles/package_defs/Info-ZIP.pom License: NoLicenseConcluded Commen,1
copyright/agent_tests/testdata/testdata4_raw,1
"Copyright (C) 2007-2014 Hewlett-Packard Development Company, L.P. License: NoLicenseConcluded Comment: scanners found: NOASSERTION",0
"Copyright (c) 1995-2005 Red Hat, Inc. and copyrighted by Red Hat, Inc. are as noted in the file EULA.",0
© 2008 by Patrick O'Grady/Mad Dog Media. All rights and most lefts reserved.,0
"Copyright (c) 1998-2002 W3C (MIT, INRIA, Keio), All Rights Reserved. copyrighted under U.S. and international laws. Sun Microsystems, Inc. of Mountain View, California owns",0
"Copyright: Copyright (C) 2008 Hewlett-Packard Development Company, L.P.",0
copyright/ui/template/ui-xp-view_rhs.html.twig fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc,1
Copyright/Free with copyright clause variant 9.meta fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/80/f3/b3/80f3b3ae94780cbb94a172f1706a823ae21ac3e2.30df35882f3b6e20007e2e9aef07554b.5800448/CPP/7zip/UI/FileManager/PanelIt,1
copyright/ui/template/copyrightlist.html.twig fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/78/a4/a6/78a4a695ff57203ea2f268f36ec34f937561a46b.144b7da70b877a316d4b8510d7bdae9b.4746 fossology-master.zip/fossology-ma,1
copyright/agent_tests/testdata/testdata142_exp fossology-master.zip/fossology-master/src/ununpack/agent_tests/testdata/testdata.tar.bz2/testdata.tar/test.iso/test1.zip.tar.dir/test1.zip.dir/test.dir/test.dir2/test.tar.gz/test.tar/ununpack fossology-master.zip/fossology-master/src/ununp,1
Copyright/Copyright_b.txt fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo_files.tar/files/b8/67/2e/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb4315228ff4881a7461.773136/b8672e0fbcd35b36e3596da1bf112dca91ebc096.c63583eff4bceb431,1
copyright/agent_tests/testdata/testdata25_raw fossology-master.zip/fossology-master/src/testing/dataFiles/TestData/archives/fossI16L518.7z/fossology/utils/freshmeat/tests/tfile_medium fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files.tar.gz/testrepo,1
copyright/agent_tests/testdata/testdata25 fossology-master.zip/fossology-master/src/testing/dataFiles/TestData/archives/fossI16L335U29.tar.bz2/fossI16L335U29.tar/fossology/agents/reuseagent/CODES.txt fossology-master.zip/fossology-master/src/delagent/agent_tests/testdata/testrepo_files,1
